id,label
342,pansy
343,cowslip
344,daisy
345,dandelion
346,daisy
347,crocus
348,tigerlily
349,pansy
350,fritillary
351,iris
352,lily_valley
353,tulip
354,buttercup
355,pansy
356,cowslip
357,colts_foot
358,pansy
359,buttercup
360,cowslip
361,crocus
362,pansy
363,sunflower
364,fritillary
365,sunflower
366,pansy
367,dandelion
368,snowdrop
369,iris
370,colts_foot
371,daffodil
372,bluebell
373,colts_foot
374,daisy
375,sunflower
376,tulip
377,daisy
378,daisy
379,iris
380,tulip
381,crocus
382,bluebell
383,fritillary
384,crocus
385,windflower
386,windflower
387,tulip
388,pansy
389,buttercup
390,pansy
391,daffodil
392,daisy
393,fritillary
394,iris
395,daisy
396,buttercup
397,sunflower
398,tigerlily
399,dandelion
400,bluebell
401,buttercup
402,crocus
403,colts_foot
404,fritillary
405,crocus
406,iris
407,buttercup
408,pansy
409,dandelion
410,cowslip
411,daisy
412,pansy
413,cowslip
414,tulip
415,fritillary
416,pansy
417,daffodil
418,tigerlily
419,sunflower
420,iris
421,iris
422,crocus
423,daffodil
424,windflower
425,colts_foot
426,bluebell
427,tigerlily
428,daisy
429,dandelion
430,fritillary
431,fritillary
432,snowdrop
433,bluebell
434,tulip
435,daisy
436,tigerlily
437,buttercup
438,tigerlily
439,cowslip
440,tigerlily
441,bluebell
442,snowdrop
443,windflower
444,bluebell
445,iris
446,lily_valley
447,crocus
448,daffodil
449,pansy
450,crocus
451,cowslip
452,dandelion
453,crocus
454,buttercup
455,buttercup
456,bluebell
457,colts_foot
458,tigerlily
459,sunflower
460,daisy
461,buttercup
462,tigerlily
463,iris
464,daffodil
465,cowslip
466,daisy
467,daffodil
468,iris
469,fritillary
470,sunflower
471,windflower
472,crocus
473,fritillary
474,fritillary
475,iris
476,pansy
477,daisy
478,tulip
479,windflower
480,crocus
481,snowdrop
482,daffodil
483,iris
484,pansy
485,daffodil
486,colts_foot
487,cowslip
488,buttercup
489,buttercup
490,sunflower
491,crocus
492,crocus
493,tulip
494,dandelion
495,snowdrop
496,windflower
497,buttercup
498,colts_foot
499,buttercup
500,tigerlily
501,colts_foot
502,tigerlily
503,cowslip
504,daisy
505,cowslip
506,buttercup
507,daffodil
508,sunflower
509,cowslip
510,windflower
511,sunflower
512,sunflower
513,dandelion
514,colts_foot
515,dandelion
516,buttercup
517,daisy
518,crocus
519,fritillary
520,colts_foot
521,tigerlily
522,windflower
523,colts_foot
524,crocus
525,pansy
526,cowslip
527,iris
528,crocus
529,windflower
530,snowdrop
531,dandelion
532,colts_foot
533,tulip
534,tulip
535,iris
536,bluebell
537,lily_valley
538,dandelion
539,dandelion
540,pansy
541,cowslip
542,dandelion
543,buttercup
544,buttercup
545,tigerlily
546,dandelion
547,windflower
548,crocus
549,fritillary
550,tigerlily
551,snowdrop
552,colts_foot
553,daffodil
554,crocus
555,daisy
556,fritillary
557,pansy
558,dandelion
559,colts_foot
560,tigerlily
561,lily_valley
562,pansy
563,pansy
564,pansy
565,windflower
566,daisy
567,lily_valley
568,buttercup
569,sunflower
570,windflower
571,crocus
572,fritillary
573,tigerlily
574,windflower
575,bluebell
576,windflower
577,tulip
578,iris
579,windflower
580,cowslip
581,daffodil
582,lily_valley
583,iris
584,daisy
585,iris
586,snowdrop
587,sunflower
588,lily_valley
589,snowdrop
590,crocus
591,daffodil
592,windflower
593,tigerlily
594,tulip
595,tigerlily
596,colts_foot
597,bluebell
598,windflower
599,buttercup
600,daffodil
601,colts_foot
602,sunflower
603,tigerlily
604,buttercup
605,iris
606,tulip
607,colts_foot
608,cowslip
609,windflower
610,lily_valley
611,lily_valley
612,cowslip
613,tulip
614,lily_valley
615,buttercup
616,iris
617,cowslip
618,cowslip
619,crocus
620,tigerlily
621,daisy
622,crocus
623,windflower
624,pansy
625,tigerlily
626,dandelion
627,windflower
628,dandelion
629,cowslip
630,tulip
631,cowslip
632,snowdrop
633,lily_valley
634,daisy
635,crocus
636,daisy
637,dandelion
638,daffodil
639,pansy
640,fritillary
641,lily_valley
642,tigerlily
643,crocus
644,daffodil
645,iris
646,pansy
647,daisy
648,buttercup
649,pansy
650,iris
651,daisy
652,lily_valley
653,tigerlily
654,tulip
655,colts_foot
656,bluebell
657,daisy
658,daffodil
659,daffodil
660,pansy
661,iris
662,tigerlily
663,dandelion
664,daffodil
665,tigerlily
666,cowslip
667,windflower
668,tigerlily
669,bluebell
670,bluebell
671,bluebell
672,tulip
673,daisy
674,daisy
675,sunflower
676,tulip
677,colts_foot
678,daffodil
679,colts_foot
680,snowdrop
681,cowslip
682,bluebell
683,iris
684,sunflower
685,pansy
686,daffodil
687,daisy
688,lily_valley
689,snowdrop
690,tigerlily
691,pansy
692,cowslip
693,bluebell
694,tulip
695,crocus
696,iris
697,bluebell
698,cowslip
699,lily_valley
700,colts_foot
701,daffodil
702,buttercup
703,lily_valley
704,buttercup
705,tulip
706,fritillary
707,windflower
708,snowdrop
709,crocus
710,fritillary
711,bluebell
712,lily_valley
713,sunflower
714,bluebell
715,tigerlily
716,buttercup
717,tulip
718,dandelion
719,dandelion
720,snowdrop
721,dandelion
722,daffodil
723,snowdrop
724,tulip
725,bluebell
726,bluebell
727,iris
728,iris
729,fritillary
730,fritillary
731,daffodil
732,pansy
733,lily_valley
734,crocus
735,iris
736,windflower
737,buttercup
738,windflower
739,colts_foot
740,snowdrop
741,dandelion
742,buttercup
743,snowdrop
744,iris
745,buttercup
746,lily_valley
747,snowdrop
748,crocus
749,buttercup
750,cowslip
751,buttercup
752,iris
753,snowdrop
754,pansy
755,cowslip
756,snowdrop
757,pansy
758,fritillary
759,lily_valley
760,dandelion
761,iris
762,sunflower
763,windflower
764,tulip
765,lily_valley
766,dandelion
767,cowslip
768,bluebell
769,colts_foot
770,cowslip
771,cowslip
772,lily_valley
773,lily_valley
774,crocus
775,sunflower
776,tigerlily
777,dandelion
778,daffodil
779,cowslip
780,pansy
781,pansy
782,pansy
783,daffodil
784,crocus
785,cowslip
786,lily_valley
787,colts_foot
788,colts_foot
789,crocus
790,colts_foot
791,dandelion
792,sunflower
793,tigerlily
794,pansy
795,tulip
796,tulip
797,windflower
798,sunflower
799,snowdrop
800,buttercup
801,lily_valley
802,daisy
803,sunflower
804,fritillary
805,buttercup
806,iris
807,windflower
808,dandelion
809,bluebell
810,crocus
811,snowdrop
812,dandelion
813,bluebell
814,crocus
815,daisy
816,buttercup
817,crocus
818,sunflower
819,tulip
820,pansy
821,cowslip
822,dandelion
823,fritillary
824,pansy
825,buttercup
826,sunflower
827,windflower
828,lily_valley
829,snowdrop
830,pansy
831,crocus
832,buttercup
833,tulip
834,colts_foot
835,iris
836,tulip
837,windflower
838,sunflower
839,daffodil
840,bluebell
841,pansy
842,daisy
843,fritillary
844,colts_foot
845,fritillary
846,crocus
847,tigerlily
848,snowdrop
849,buttercup
850,sunflower
851,fritillary
852,fritillary
853,cowslip
854,fritillary
855,sunflower
856,daffodil
857,windflower
858,snowdrop
859,snowdrop
860,snowdrop
861,fritillary
862,cowslip
863,daffodil
864,iris
865,pansy
866,fritillary
867,sunflower
868,windflower
869,crocus
870,tulip
871,iris
872,dandelion
873,sunflower
874,pansy
875,iris
876,bluebell
877,daisy
878,tulip
879,daffodil
880,snowdrop
881,fritillary
882,cowslip
883,crocus
884,tigerlily
885,lily_valley
886,fritillary
887,daffodil
888,tigerlily
889,iris
890,cowslip
891,pansy
892,cowslip
893,windflower
894,lily_valley
895,pansy
896,cowslip
897,colts_foot
898,tulip
899,crocus
900,fritillary
901,pansy
902,bluebell
903,crocus
904,fritillary
905,colts_foot
906,colts_foot
907,daffodil
908,bluebell
909,daffodil
910,snowdrop
911,tigerlily
912,tulip
913,fritillary
914,buttercup
915,iris
916,dandelion
917,tulip
918,tulip
919,snowdrop
920,dandelion
921,iris
922,cowslip
923,dandelion
924,windflower
925,snowdrop
926,lily_valley
927,tigerlily
928,daffodil
929,colts_foot
930,lily_valley
931,tigerlily
932,windflower
933,lily_valley
934,sunflower
935,sunflower
936,windflower
937,sunflower
938,tulip
939,daffodil
940,cowslip
941,windflower
942,iris
943,sunflower
944,tigerlily
945,sunflower
946,pansy
947,bluebell
948,bluebell
949,bluebell
950,crocus
951,tulip
952,sunflower
953,fritillary
954,colts_foot
955,colts_foot
956,daffodil
957,tulip
958,tulip
959,tigerlily
960,dandelion
961,dandelion
962,fritillary
963,lily_valley
964,cowslip
965,fritillary
966,daisy
967,windflower
968,buttercup
969,fritillary
970,lily_valley
971,daisy
972,dandelion
973,fritillary
974,bluebell
975,cowslip
976,tigerlily
977,iris
978,tigerlily
979,cowslip
980,tigerlily
981,tulip
982,daffodil
983,bluebell
984,daisy
985,dandelion
986,daffodil
987,tulip
988,buttercup
989,tulip
990,cowslip
991,daisy
992,iris
993,iris
994,sunflower
995,bluebell
996,buttercup
997,pansy
998,buttercup
999,bluebell
1000,dandelion
1001,lily_valley
1002,buttercup
1003,lily_valley
1004,windflower
1005,tigerlily
1006,cowslip
1007,daffodil
1008,buttercup
1009,dandelion
1010,daffodil
1011,tulip
1012,dandelion
1013,windflower
1014,windflower
1015,sunflower
1016,crocus
1017,pansy
1018,fritillary
1019,daisy
1020,fritillary
1021,daisy
1022,dandelion
1023,dandelion
1024,cowslip
1025,crocus
1026,dandelion
1027,colts_foot
1028,daffodil
1029,bluebell
1030,iris
1031,bluebell
1032,buttercup
1033,lily_valley
1034,tigerlily
1035,windflower
1036,crocus
1037,daisy
1038,daffodil
1039,lily_valley
1040,fritillary
1041,colts_foot
1042,dandelion
1043,lily_valley
1044,lily_valley
1045,dandelion
1046,cowslip
1047,daffodil
1048,daisy
1049,lily_valley
1050,daffodil
1051,dandelion
1052,tigerlily
1053,fritillary
1054,tigerlily
1055,windflower
1056,bluebell
1057,tigerlily
1058,lily_valley
1059,crocus
1060,fritillary
1061,tigerlily
1062,buttercup
1063,buttercup
1064,pansy
1065,lily_valley
1066,tulip
1067,daisy
1068,colts_foot
1069,crocus
1070,iris
1071,buttercup
1072,daisy
1073,tulip
1074,iris
1075,buttercup
1076,buttercup
1077,dandelion
1078,daisy
1079,tulip
1080,dandelion
1081,sunflower
1082,bluebell
1083,tulip
1084,cowslip
1085,tigerlily
1086,cowslip
1087,crocus
1088,colts_foot
1089,daisy
1090,daffodil
1091,snowdrop
1092,bluebell
1093,fritillary
1094,lily_valley
1095,windflower
1096,sunflower
1097,fritillary
1098,fritillary
1099,buttercup
1100,lily_valley
1101,cowslip
1102,daffodil
1103,daisy
1104,dandelion
1105,pansy
1106,dandelion
1107,colts_foot
1108,pansy
1109,bluebell
1110,tulip
1111,windflower
1112,colts_foot
1113,crocus
1114,dandelion
1115,lily_valley
1116,fritillary
1117,iris
1118,cowslip
1119,dandelion
1120,tigerlily
1121,cowslip
1122,snowdrop
1123,fritillary
1124,daisy
1125,buttercup
1126,colts_foot
1127,dandelion
1128,colts_foot
1129,tulip
1130,daisy
1131,windflower
1132,daisy
1133,pansy
1134,buttercup
1135,cowslip
1136,lily_valley
1137,snowdrop
1138,windflower
1139,daisy
1140,daisy
1141,colts_foot
1142,sunflower
1143,snowdrop
1144,windflower
1145,colts_foot
1146,tigerlily
1147,sunflower
1148,daffodil
1149,buttercup
1150,daisy
1151,colts_foot
1152,cowslip
1153,sunflower
1154,daisy
1155,tulip
1156,tigerlily
1157,bluebell
1158,cowslip
1159,tigerlily
1160,tigerlily
1161,lily_valley
1162,buttercup
1163,sunflower
1164,fritillary
1165,fritillary
1166,snowdrop
1167,dandelion
1168,cowslip
1169,snowdrop
1170,windflower
1171,buttercup
1172,cowslip
1173,snowdrop
1174,tulip
1175,pansy
1176,sunflower
1177,daffodil
1178,snowdrop
1179,daffodil
1180,bluebell
1181,colts_foot
1182,bluebell
1183,buttercup
1184,tigerlily
1185,tulip
1186,buttercup
1187,tulip
1188,buttercup
1189,pansy
1190,fritillary
